title,successful_bid,initial_bid,num_bids,time,date,url
乃木坂46　久保史緒里　生写真　スペシャル衣装41 　ヒキ１枚,250,249,1,20:32,2024/12/09,https://page.auctions.yahoo.co.jp/jp/auction/s1154974001
乃木坂46　久保史緒里　生写真　真夏の全国ツアー2024衣装１　ヒキ１枚　　プリンセス衣装,250,249,1,20:29,2024/12/09,https://page.auctions.yahoo.co.jp/jp/auction/1161305645
【同梱可】中古品 アイドル 乃木坂46 久保史緒里 寺田蘭世 他 生写真 60枚 CD 封入 等 グッズセット,869,500,6,20:29,2024/12/09,https://page.auctions.yahoo.co.jp/jp/auction/b1164435300
乃木坂46 2024.10月 バルーンスカート 生写真25枚セット 池田瑛紗 与田祐希 久保史緒里 筒井あやめ 岩本蓮加 田村真佑 林瑠奈,4201,3700,5,20:26,2024/12/09,https://page.auctions.yahoo.co.jp/jp/auction/l1164560033
【同梱可】中古品 アイドル 乃木坂46 田村真佑 久保史緒里 他 生写真 60枚 CD 封入 等 グッズセット,1210,500,5,20:16,2024/12/09,https://page.auctions.yahoo.co.jp/jp/auction/x1164421761
PC1078久保史緒里 2wayトリコット90cm×45cm抱き枕カバ,3500,3500,1,13:06,2024/12/09,https://page.auctions.yahoo.co.jp/jp/auction/k1162594940
●希少初版本♪●帯付き●乃木坂46 久保史緒里 1st写真集 交差点,950,100,26,23:40,2024/12/08,https://page.auctions.yahoo.co.jp/jp/auction/h1163527927
久保 史緒里『チートデイ』乃木坂46 生写真３枚コンプ,898,1,37,23:34,2024/12/08,https://page.auctions.yahoo.co.jp/jp/auction/r1164427676
久保 史緒里『チートデイ』乃木坂46 生写真3枚コンプ,840,1,37,23:29,2024/12/08,https://page.auctions.yahoo.co.jp/jp/auction/j1164441880
久保 史緒里『チートデイ』乃木坂46 生写真3枚コンプ,830,1,23,23:28,2024/12/08,https://page.auctions.yahoo.co.jp/jp/auction/e1164446460
乃木坂46久保史緒里　チートデイ　生写真　　１枚,460,460,1,23:27,2024/12/08,https://page.auctions.yahoo.co.jp/jp/auction/t1164342065
■久保史緒里　生写真　 【チートデイ 】　乃木坂46,32,10,4,23:10,2024/12/08,https://page.auctions.yahoo.co.jp/jp/auction/1164395941
2024 BBM FUSION 始球式　久保史緒里　300枚限定　ハート形パラレル,2500,1000,8,23:09,2024/12/08,https://page.auctions.yahoo.co.jp/jp/auction/t1163511475
2-i/k　久保史緒里◆ENTAME_02◆テレカ,780,780,1,22:54,2024/12/08,https://page.auctions.yahoo.co.jp/jp/auction/u1163806186
2024 BBM FUSION 始球式 久保史緒里 パラレルカード　乃木坂46　200枚限定,3600,2000,12,22:53,2024/12/08,https://page.auctions.yahoo.co.jp/jp/auction/1162392199
2024 BBM Fusion ファーストピッチ 久保史緒里 FP40 野球カード 9,460,100,5,22:45,2024/12/08,https://page.auctions.yahoo.co.jp/jp/auction/p1163643390
【2024BBM FUSION】 始球式 金紙版 FP40 久保史緒里 100枚限定 088/100,5806,2000,20,22:40,2024/12/08,https://page.auctions.yahoo.co.jp/jp/auction/k1164077243
